text,emotion
i feel that core of the song the melody should be respected as well as the lyrics but the rest can be should be changed,2
i see what the ritalin culture is doing to the children and their flias i feel shocked,1
i feel wronged but the judges people make at times however i also found out that actually in life we just need to be responsible to our own actions and and the people around us,4
im also feeling cranky about it because the main characters scientist brother observing the moon mentions that there is zero gravity there,4
i am feeling foolish for taking lb to the e,0
i feel strongly that this year the lord is calling me to grow in discipline this year and to be faithful with things he has put in front of me,3
i know who all think this way so i ve always feel skeptical about painting my nails red since i also have light skin so the red is really going to stand out is there a cute way for a year old to wear red nails without looking like she s trying too hard or looking like a hooker,5
i feel less threatened by the world,5
i was feeling quite emotional as i always do watching my little white boy who is getting to be medium sized putting his heart and soul into his haka performance in particular overwhelmed by the effect of all these children performing together in a form unique to new zealand,0
i also always feel a little scared,5
i feel very honoured and look forward to my time with this apron,2
i guess this isnt a very exciting story but it really meant a lot to me and made me feel less crappy about my job and less fearful of the strangers of this world because some can actually turn out to be quite nice and quite funny,0
i convince myself to write i feel like im just exposing how lousy i am at what im trying to do,0
i really appreciated this even thought i m not christian any type of prayers are welcome and i d been feeling so lost and so out of it,0
i know but it still feels very unpleasant,0
i do not feel insecure or unsafe,5
i stop feeling so depressed and,0
